id,z,x,code,key
3387,7,65,12.0,
3388,8,65,12.0,
3389,9,65,1.0,walls
3390,10,65,12.0,
3391,11,65,12.0,
3392,12,65,12.0,
3393,13,65,12.0,
3394,14,65,1.0,walls
3395,15,65,12.0,
3396,16,65,12.0,
3397,17,65,12.0,
3398,18,65,9.0,rubble
3399,19,65,12.0,
3400,20,65,12.0,
3401,21,65,12.0,
3402,22,65,12.0,
3403,23,65,12.0,
3404,24,65,12.0,
3405,25,65,12.0,
3406,26,65,12.0,
3407,27,65,12.0,
3408,28,65,12.0,
3409,29,65,3.0,green victims
3410,30,65,12.0,
3411,31,65,12.0,
3412,32,65,12.0,
3413,33,65,12.0,
3414,34,65,12.0,
3415,35,65,12.0,
3416,36,65,1.0,walls
3417,37,65,12.0,
3418,38,65,12.0,
3419,39,65,12.0,
3420,40,65,12.0,
3421,41,65,1.0,walls
3422,42,65,12.0,
3423,43,65,12.0,
3424,44,65,12.0,
3425,45,65,12.0,
3426,46,65,12.0,
3427,47,65,9.0,rubble
3428,48,65,12.0,
3429,49,65,12.0,
3430,50,65,1.0,walls
3431,51,65,1.0,walls
3432,0,66,1.0,walls
3433,1,66,1.0,walls
3434,2,66,12.0,
3435,3,66,12.0,
3436,4,66,12.0,
3437,5,66,9.0,rubble
3438,6,66,12.0,
3439,7,66,12.0,
3440,8,66,12.0,
3441,9,66,1.0,walls
3442,10,66,12.0,
3443,11,66,12.0,
3444,12,66,12.0,
3445,13,66,12.0,
3446,14,66,1.0,walls
3447,15,66,12.0,
3448,16,66,12.0,
3449,17,66,12.0,
3450,18,66,12.0,
3451,19,66,12.0,
3452,20,66,12.0,
3453,21,66,12.0,
3454,22,66,12.0,
3455,23,66,12.0,
3456,24,66,12.0,
3457,25,66,12.0,
3458,26,66,12.0,
3459,27,66,12.0,
3460,28,66,12.0,
3461,29,66,12.0,
3462,30,66,12.0,
3463,31,66,12.0,
3464,32,66,12.0,
3465,33,66,12.0,
3466,34,66,12.0,
3467,35,66,12.0,
3468,36,66,1.0,walls
3469,37,66,12.0,
3470,38,66,12.0,
3471,39,66,12.0,
3472,40,66,12.0,
3473,41,66,1.0,walls
3474,42,66,12.0,
3475,43,66,12.0,
3476,44,66,12.0,
3477,45,66,12.0,
3478,46,66,12.0,
3479,47,66,12.0,
3480,48,66,12.0,
3481,49,66,12.0,
3482,50,66,1.0,walls
3483,51,66,1.0,walls
3484,0,67,1.0,walls
3485,1,67,1.0,walls
3486,2,67,12.0,
3487,3,67,12.0,
3488,4,67,12.0,
3489,5,67,12.0,
3490,6,67,12.0,
3491,7,67,12.0,
3492,8,67,12.0,
3493,9,67,1.0,walls
3494,10,67,12.0,
3495,11,67,12.0,
3496,12,67,12.0,
3497,13,67,12.0,
3498,14,67,1.0,walls
3499,15,67,12.0,
3500,16,67,12.0,
3501,17,67,12.0,
3502,18,67,12.0,
3503,19,67,12.0,
3504,20,67,12.0,
3505,21,67,12.0,
3506,22,67,12.0,
3507,23,67,12.0,
3508,24,67,12.0,
3509,25,67,12.0,
3510,26,67,12.0,
3511,27,67,12.0,
3512,28,67,12.0,
3513,29,67,12.0,
3514,30,67,12.0,
3515,31,67,12.0,
3516,32,67,12.0,
3517,33,67,12.0,
3518,34,67,12.0,
3519,35,67,12.0,
3520,36,67,1.0,walls
3521,37,67,12.0,
3522,38,67,12.0,
3523,39,67,12.0,
3524,40,67,12.0,
3525,41,67,1.0,walls
3526,42,67,1.0,walls
3527,43,67,1.0,walls
3528,44,67,1.0,walls
3529,45,67,1.0,walls
3530,46,67,1.0,walls
3531,47,67,1.0,walls
3532,48,67,1.0,walls
3533,49,67,1.0,walls
3534,50,67,1.0,walls
3535,51,67,1.0,walls
3536,0,68,1.0,walls
3537,1,68,1.0,walls
3538,2,68,12.0,
3539,3,68,12.0,
3540,4,68,12.0,
3541,5,68,12.0,
3542,6,68,12.0,
3543,7,68,12.0,
3544,8,68,12.0,
3545,9,68,1.0,walls
3546,10,68,12.0,
3547,11,68,12.0,
3548,12,68,12.0,
3549,13,68,12.0,
3550,14,68,1.0,walls
3551,15,68,12.0,
3552,16,68,12.0,
3553,17,68,12.0,
3554,18,68,12.0,
3555,19,68,12.0,
3556,20,68,12.0,
3557,21,68,12.0,
3558,22,68,12.0,
3559,23,68,12.0,
3560,24,68,12.0,
3561,25,68,12.0,
3562,26,68,12.0,
3563,27,68,12.0,
3564,28,68,9.0,rubble
3565,29,68,12.0,
3566,30,68,12.0,
3567,31,68,12.0,
3568,32,68,12.0,
3569,33,68,12.0,
3570,34,68,12.0,
3571,35,68,12.0,
3572,36,68,1.0,walls
3573,37,68,13.0,
3574,38,68,13.0,
3575,39,68,13.0,
3576,40,68,13.0,
3577,41,68,2.0,doors
3578,42,68,13.0,
3579,43,68,13.0,
3580,44,68,13.0,
3581,45,68,13.0,
3582,46,68,13.0,
3583,47,68,13.0,
3584,48,68,13.0,
3585,49,68,13.0,
3586,50,68,1.0,walls
3587,51,68,1.0,walls
3588,0,69,1.0,walls
3589,1,69,1.0,walls
3590,2,69,1.0,walls
3591,3,69,1.0,walls
3592,4,69,1.0,walls
3593,5,69,1.0,walls
3594,6,69,1.0,walls
3595,7,69,1.0,walls
3596,8,69,1.0,walls
3597,9,69,1.0,walls
3598,10,69,12.0,
3599,11,69,12.0,
3600,12,69,12.0,
3601,13,69,12.0,
3602,14,69,1.0,walls
3603,15,69,12.0,
3604,16,69,12.0,
3605,17,69,12.0,
3606,18,69,12.0,
3607,19,69,12.0,
3608,20,69,5.0,red victims
3609,21,69,12.0,
3610,22,69,12.0,
3611,23,69,12.0,
3612,24,69,12.0,
3613,25,69,12.0,
3614,26,69,12.0,
3615,27,69,9.0,rubble
3616,28,69,6.0,yellow victims
3617,29,69,9.0,rubble
3618,30,69,12.0,
3619,31,69,12.0,
3620,32,69,12.0,
3621,33,69,12.0,
3622,34,69,12.0,
3623,35,69,1.0,walls
3624,36,69,1.0,walls
3625,37,69,13.0,
3626,38,69,13.0,
3627,39,69,13.0,
3628,40,69,13.0,
3629,41,69,1.0,walls
3630,42,69,13.0,
3631,43,69,13.0,
3632,44,69,13.0,
3633,45,69,13.0,
3634,46,69,13.0,
3635,47,69,13.0,
3636,48,69,13.0,
3637,49,69,13.0,
3638,50,69,1.0,walls
3639,51,69,1.0,walls
3640,0,70,1.0,walls
3641,1,70,1.0,walls
3642,2,70,13.0,
3643,3,70,13.0,
3644,4,70,13.0,
3645,5,70,13.0,
3646,6,70,13.0,
3647,7,70,13.0,
3648,8,70,13.0,
3649,9,70,2.0,doors
3650,10,70,13.0,
3651,11,70,13.0,
3652,12,70,13.0,
3653,13,70,13.0,
3654,14,70,1.0,walls
3655,15,70,12.0,
3656,16,70,12.0,
3657,17,70,12.0,
3658,18,70,12.0,
3659,19,70,12.0,
3660,20,70,12.0,
3661,21,70,12.0,
3662,22,70,12.0,
3663,23,70,12.0,
3664,24,70,12.0,
3665,25,70,12.0,
3666,26,70,12.0,
3667,27,70,12.0,
3668,28,70,9.0,rubble
3669,29,70,12.0,
3670,30,70,12.0,
3671,31,70,12.0,
3672,32,70,12.0,
3673,33,70,12.0,
3674,34,70,1.0,walls
3675,35,70,1.0,walls
3676,36,70,1.0,walls
3677,37,70,13.0,
3678,38,70,13.0,
3679,39,70,13.0,
3680,40,70,13.0,
3681,41,70,1.0,walls
3682,42,70,1.0,walls
3683,43,70,1.0,walls
3684,44,70,1.0,walls
3685,45,70,1.0,walls
3686,46,70,1.0,walls
3687,47,70,13.0,
3688,48,70,13.0,
3689,49,70,13.0,
3690,50,70,1.0,walls
3691,51,70,1.0,walls
3692,0,71,1.0,walls
3693,1,71,1.0,walls
3694,2,71,13.0,
3695,3,71,13.0,
3696,4,71,13.0,
3697,5,71,13.0,
3698,6,71,13.0,
3699,7,71,13.0,
3700,8,71,13.0,
3701,9,71,2.0,doors
3702,10,71,13.0,
3703,11,71,13.0,
3704,12,71,13.0,
3705,13,71,13.0,
3706,14,71,1.0,walls
3707,15,71,1.0,walls
3708,16,71,2.0,doors
3709,17,71,2.0,doors
3710,18,71,1.0,walls
3711,19,71,1.0,walls
3712,20,71,1.0,walls
3713,21,71,1.0,walls
3714,22,71,1.0,walls
3715,23,71,1.0,walls
3716,24,71,1.0,walls
3717,25,71,1.0,walls
3718,26,71,1.0,walls
3719,27,71,1.0,walls
3720,28,71,1.0,walls
3721,29,71,1.0,walls
3722,30,71,1.0,walls
3723,31,71,1.0,walls
3724,32,71,1.0,walls
3725,33,71,1.0,walls
3726,34,71,1.0,walls
3727,35,71,1.0,walls
3728,36,71,1.0,walls
3729,37,71,13.0,
3730,38,71,13.0,
3731,39,71,13.0,
3732,40,71,13.0,
3733,41,71,1.0,walls
3734,42,71,1.0,walls
3735,43,71,1.0,walls
3736,44,71,13.0,
3737,45,71,13.0,
3738,46,71,13.0,
3739,47,71,13.0,
3740,48,71,13.0,
3741,49,71,13.0,
3742,50,71,1.0,walls
3743,51,71,1.0,walls
3744,0,72,1.0,walls
3745,1,72,1.0,walls
3746,2,72,13.0,
3747,3,72,13.0,
3748,4,72,13.0,
3749,5,72,13.0,
3750,6,72,13.0,
3751,7,72,13.0,
3752,8,72,13.0,
3753,9,72,1.0,walls
3754,10,72,13.0,
3755,11,72,13.0,
3756,12,72,13.0,
3757,13,72,13.0,
3758,14,72,13.0,
3759,15,72,13.0,
3760,16,72,13.0,
3761,17,72,13.0,
3762,18,72,13.0,
3763,19,72,13.0,
3764,20,72,13.0,
3765,21,72,13.0,
3766,22,72,13.0,
3767,23,72,13.0,
3768,24,72,13.0,
3769,25,72,13.0,
3770,26,72,13.0,
3771,27,72,13.0,
3772,28,72,13.0,
3773,29,72,13.0,
3774,30,72,13.0,
3775,31,72,13.0,
3776,32,72,13.0,
3777,33,72,13.0,
3778,34,72,13.0,
3779,35,72,13.0,
3780,36,72,13.0,
3781,37,72,13.0,
3782,38,72,13.0,
3783,39,72,13.0,
3784,40,72,13.0,
3785,41,72,1.0,walls
3786,42,72,1.0,walls
3787,43,72,13.0,
3788,44,72,13.0,
3789,45,72,13.0,
3790,46,72,13.0,
3791,47,72,13.0,
3792,48,72,13.0,
3793,49,72,13.0,
3794,50,72,1.0,walls
3795,51,72,1.0,walls
3796,0,73,1.0,walls
3797,1,73,1.0,walls
3798,2,73,13.0,
3799,3,73,13.0,
3800,4,73,13.0,
3801,5,73,13.0,
3802,6,73,1.0,walls
3803,7,73,1.0,walls
3804,8,73,1.0,walls
3805,9,73,1.0,walls
3806,10,73,13.0,
3807,11,73,13.0,
3808,12,73,13.0,
3809,13,73,13.0,
3810,14,73,13.0,
3811,15,73,13.0,
3812,16,73,13.0,
3813,17,73,13.0,
3814,18,73,13.0,
3815,19,73,13.0,
3816,20,73,13.0,
3817,21,73,13.0,
3818,22,73,13.0,
3819,23,73,13.0,
3820,24,73,13.0,
3821,25,73,13.0,
3822,26,73,13.0,
3823,27,73,13.0,
3824,28,73,13.0,
3825,29,73,13.0,
3826,30,73,13.0,
3827,31,73,13.0,
3828,32,73,13.0,
3829,33,73,13.0,
3830,34,73,13.0,
3831,35,73,13.0,
3832,36,73,13.0,
3833,37,73,13.0,
3834,38,73,13.0,
3835,39,73,13.0,
3836,40,73,13.0,
3837,41,73,1.0,walls
3838,42,73,13.0,
3839,43,73,13.0,
3840,44,73,13.0,
3841,45,73,13.0,
3842,46,73,13.0,
3843,47,73,13.0,
3844,48,73,13.0,
3845,49,73,13.0,
3846,50,73,1.0,walls
3847,51,73,1.0,walls
3848,0,74,1.0,walls
3849,1,74,1.0,walls
3850,2,74,13.0,
3851,3,74,13.0,
3852,4,74,13.0,
3853,5,74,13.0,
3854,6,74,13.0,
3855,7,74,1.0,walls
3856,8,74,1.0,walls
3857,9,74,1.0,walls
3858,10,74,13.0,
3859,11,74,13.0,
3860,12,74,13.0,
3861,13,74,13.0,
3862,14,74,13.0,
3863,15,74,13.0,
3864,16,74,13.0,
3865,17,74,13.0,
3866,18,74,13.0,
3867,19,74,13.0,
3868,20,74,13.0,
3869,21,74,13.0,
3870,22,74,13.0,
3871,23,74,13.0,
3872,24,74,13.0,
3873,25,74,13.0,
3874,26,74,13.0,
3875,27,74,13.0,
3876,28,74,13.0,
3877,29,74,13.0,
3878,30,74,13.0,
3879,31,74,13.0,
3880,32,74,13.0,
3881,33,74,13.0,
3882,34,74,13.0,
3883,35,74,13.0,
3884,36,74,13.0,
3885,37,74,13.0,
3886,38,74,13.0,
3887,39,74,13.0,
3888,40,74,13.0,
3889,41,74,1.0,walls
3890,42,74,13.0,
3891,43,74,13.0,
3892,44,74,13.0,
3893,45,74,13.0,
3894,46,74,13.0,
3895,47,74,13.0,
3896,48,74,13.0,
3897,49,74,13.0,
3898,50,74,1.0,walls
3899,51,74,1.0,walls
3900,0,75,1.0,walls
3901,1,75,1.0,walls
3902,2,75,13.0,
3903,3,75,13.0,
3904,4,75,13.0,
3905,5,75,13.0,
3906,6,75,13.0,
3907,7,75,13.0,
3908,8,75,1.0,walls
3909,9,75,1.0,walls
3910,10,75,13.0,
3911,11,75,13.0,
3912,12,75,13.0,
3913,13,75,13.0,
3914,14,75,13.0,
3915,15,75,13.0,
3916,16,75,13.0,
3917,17,75,13.0,
3918,18,75,13.0,
3919,19,75,13.0,
3920,20,75,13.0,
3921,21,75,13.0,
3922,22,75,13.0,
3923,23,75,13.0,
3924,24,75,13.0,
3925,25,75,13.0,
3926,26,75,13.0,
3927,27,75,13.0,
3928,28,75,13.0,
3929,29,75,13.0,
3930,30,75,13.0,
3931,31,75,13.0,
3932,32,75,13.0,
3933,33,75,13.0,
3934,34,75,13.0,
3935,35,75,13.0,
3936,36,75,13.0,
3937,37,75,13.0,
3938,38,75,13.0,
3939,39,75,13.0,
3940,40,75,13.0,
3941,41,75,1.0,walls
3942,42,75,13.0,
3943,43,75,13.0,
3944,44,75,13.0,
3945,45,75,13.0,
3946,46,75,13.0,
3947,47,75,13.0,
3948,48,75,13.0,
3949,49,75,13.0,
3950,50,75,1.0,walls
3951,51,75,1.0,walls
3952,0,76,1.0,walls
3953,1,76,1.0,walls
3954,2,76,13.0,
3955,3,76,13.0,
3956,4,76,13.0,
3957,5,76,13.0,
3958,6,76,13.0,
3959,7,76,13.0,
3960,8,76,13.0,
3961,9,76,1.0,walls
3962,10,76,1.0,walls
3963,11,76,1.0,walls
3964,12,76,1.0,walls
3965,13,76,1.0,walls
3966,14,76,1.0,walls
3967,15,76,1.0,walls
3968,16,76,1.0,walls
3969,17,76,1.0,walls
3970,18,76,1.0,walls
3971,19,76,1.0,walls
3972,20,76,1.0,walls
3973,21,76,1.0,walls
3974,22,76,1.0,walls
3975,23,76,1.0,walls
3976,24,76,1.0,walls
3977,25,76,1.0,walls
3978,26,76,2.0,doors
3979,27,76,1.0,walls
3980,28,76,1.0,walls
3981,29,76,1.0,walls
3982,30,76,1.0,walls
3983,31,76,1.0,walls
3984,32,76,1.0,walls
3985,33,76,1.0,walls
3986,34,76,1.0,walls
3987,35,76,1.0,walls
3988,36,76,1.0,walls
3989,37,76,13.0,
3990,38,76,13.0,
3991,39,76,13.0,
3992,40,76,13.0,
3993,41,76,1.0,walls
3994,42,76,1.0,walls
3995,43,76,1.0,walls
3996,44,76,1.0,walls
3997,45,76,1.0,walls
3998,46,76,1.0,walls
3999,47,76,1.0,walls
4000,48,76,1.0,walls
4001,49,76,1.0,walls
4002,50,76,1.0,walls
4003,51,76,1.0,walls
4004,0,77,1.0,walls
4005,1,77,1.0,walls
4006,2,77,13.0,
4007,3,77,13.0,
4008,4,77,13.0,
4009,5,77,13.0,
4010,6,77,13.0,
4011,7,77,13.0,
4012,8,77,13.0,
4013,9,77,13.0,
4014,10,77,13.0,
4015,11,77,13.0,
4016,12,77,13.0,
4017,13,77,13.0,
4018,14,77,13.0,
4019,15,77,13.0,
4020,16,77,13.0,
4021,17,77,1.0,walls
4022,18,77,1.0,walls
4023,19,77,13.0,
4024,20,77,13.0,
4025,21,77,13.0,
4026,22,77,1.0,walls
4027,23,77,1.0,walls
4028,24,77,1.0,walls
4029,25,77,13.0,
4030,26,77,13.0,
4031,27,77,1.0,walls
4032,28,77,13.0,
4033,29,77,13.0,
4034,30,77,13.0,
4035,31,77,13.0,
4036,32,77,13.0,
4037,33,77,13.0,
4038,34,77,13.0,
4039,35,77,9.0,rubble
4040,36,77,2.0,doors
4041,37,77,13.0,
4042,38,77,13.0,
4043,39,77,13.0,
4044,40,77,13.0,
4045,41,77,2.0,doors
4046,42,77,13.0,
4047,43,77,13.0,
4048,44,77,13.0,
4049,45,77,13.0,
4050,46,77,13.0,
4051,47,77,13.0,
4052,48,77,13.0,
4053,49,77,13.0,
4054,50,77,1.0,walls
4055,51,77,1.0,walls
4056,0,78,1.0,walls
4057,1,78,1.0,walls
4058,2,78,13.0,
4059,3,78,13.0,
4060,4,78,13.0,
4061,5,78,13.0,
4062,6,78,13.0,
4063,7,78,13.0,
4064,8,78,13.0,
4065,9,78,13.0,
4066,10,78,13.0,
4067,11,78,13.0,
4068,12,78,13.0,
4069,13,78,13.0,
4070,14,78,13.0,
4071,15,78,13.0,
4072,16,78,13.0,
4073,17,78,1.0,walls
4074,18,78,1.0,walls
4075,19,78,13.0,
4076,20,78,13.0,
4077,21,78,13.0,
4078,22,78,13.0,
4079,23,78,1.0,walls
4080,24,78,1.0,walls
4081,25,78,13.0,
4082,26,78,13.0,
4083,27,78,1.0,walls
4084,28,78,13.0,
4085,29,78,13.0,
4086,30,78,13.0,
4087,31,78,13.0,
4088,32,78,13.0,
4089,33,78,13.0,
4090,34,78,9.0,rubble
4091,35,78,6.0,yellow victims
4092,36,78,1.0,walls
4093,37,78,13.0,
4094,38,78,13.0,
4095,39,78,13.0,
4096,40,78,13.0,
4097,41,78,1.0,walls
4098,42,78,13.0,
4099,43,78,13.0,
4100,44,78,13.0,
4101,45,78,13.0,
4102,46,78,13.0,
4103,47,78,13.0,
4104,48,78,13.0,
4105,49,78,13.0,
4106,50,78,1.0,walls
4107,51,78,1.0,walls
4108,0,79,1.0,walls
4109,1,79,1.0,walls
4110,2,79,13.0,
4111,3,79,13.0,
4112,4,79,13.0,
4113,5,79,13.0,
4114,6,79,13.0,
4115,7,79,13.0,
4116,8,79,5.0,red victims
4117,9,79,13.0,
4118,10,79,13.0,
4119,11,79,13.0,
4120,12,79,13.0,
4121,13,79,13.0,
4122,14,79,13.0,
4123,15,79,13.0,
4124,16,79,1.0,walls
4125,17,79,1.0,walls
4126,18,79,1.0,walls
4127,19,79,13.0,
4128,20,79,13.0,
4129,21,79,13.0,
4130,22,79,13.0,
4131,23,79,13.0,
4132,24,79,1.0,walls
4133,25,79,13.0,
4134,26,79,13.0,
4135,27,79,1.0,walls
4136,28,79,13.0,
4137,29,79,13.0,
4138,30,79,13.0,
4139,31,79,1.0,walls
4140,32,79,1.0,walls
4141,33,79,1.0,walls
4142,34,79,1.0,walls
4143,35,79,1.0,walls
4144,36,79,1.0,walls
4145,37,79,13.0,
4146,38,79,13.0,
4147,39,79,13.0,
4148,40,79,13.0,
4149,41,79,1.0,walls
4150,42,79,1.0,walls
4151,43,79,1.0,walls
4152,44,79,1.0,walls
4153,45,79,1.0,walls
4154,46,79,1.0,walls
4155,47,79,13.0,
4156,48,79,13.0,
4157,49,79,13.0,
4158,50,79,1.0,walls
4159,51,79,1.0,walls
4160,0,80,1.0,walls
4161,1,80,1.0,walls
4162,2,80,13.0,
4163,3,80,3.0,green victims
4164,4,80,13.0,
4165,5,80,13.0,
4166,6,80,13.0,
4167,7,80,13.0,
4168,8,80,13.0,
4169,9,80,13.0,
4170,10,80,13.0,
4171,11,80,13.0,
4172,12,80,13.0,
4173,13,80,13.0,
4174,14,80,13.0,
4175,15,80,13.0,
4176,16,80,13.0,
4177,17,80,1.0,walls
4178,18,80,1.0,walls
4179,19,80,12.0,
4180,20,80,13.0,
4181,21,80,5.0,red victims
4182,22,80,13.0,
4183,23,80,13.0,
4184,24,80,1.0,walls
4185,25,80,13.0,
4186,26,80,13.0,
4187,27,80,1.0,walls
4188,28,80,13.0,
4189,29,80,13.0,
4190,30,80,13.0,
4191,31,80,13.0,
4192,32,80,13.0,
4193,33,80,13.0,
4194,34,80,1.0,walls
4195,35,80,1.0,walls
4196,36,80,1.0,walls
4197,37,80,13.0,
4198,38,80,13.0,
4199,39,80,13.0,
4200,40,80,13.0,
4201,41,80,1.0,walls
4202,42,80,1.0,walls
4203,43,80,1.0,walls
4204,44,80,13.0,
4205,45,80,13.0,
4206,46,80,9.0,rubble
4207,47,80,13.0,
4208,48,80,13.0,
4209,49,80,13.0,
4210,50,80,1.0,walls
4211,51,80,1.0,walls
4212,0,81,1.0,walls
4213,1,81,1.0,walls
4214,2,81,13.0,
4215,3,81,13.0,
4216,4,81,13.0,
4217,5,81,13.0,
4218,6,81,13.0,
4219,7,81,13.0,
4220,8,81,13.0,
4221,9,81,13.0,
4222,10,81,13.0,
4223,11,81,13.0,
4224,12,81,13.0,
4225,13,81,13.0,
4226,14,81,13.0,
4227,15,81,13.0,
4228,16,81,1.0,walls
4229,17,81,1.0,walls
4230,18,81,1.0,walls
4231,19,81,9.0,rubble
4232,20,81,13.0,
4233,21,81,13.0,
4234,22,81,13.0,
4235,23,81,13.0,
4236,24,81,1.0,walls
4237,25,81,13.0,
4238,26,81,13.0,
4239,27,81,1.0,walls
4240,28,81,13.0,
4241,29,81,13.0,
4242,30,81,13.0,
4243,31,81,13.0,
4244,32,81,13.0,
4245,33,81,13.0,
4246,34,81,13.0,
4247,35,81,1.0,walls
4248,36,81,1.0,walls
4249,37,81,13.0,
4250,38,81,13.0,
4251,39,81,13.0,
4252,40,81,13.0,
4253,41,81,1.0,walls
4254,42,81,1.0,walls
4255,43,81,13.0,
4256,44,81,13.0,
4257,45,81,9.0,rubble
4258,46,81,6.0,yellow victims
4259,47,81,9.0,rubble
4260,48,81,13.0,
4261,49,81,13.0,
4262,50,81,1.0,walls
4263,51,81,1.0,walls
4264,0,82,1.0,walls
4265,1,82,1.0,walls
4266,2,82,13.0,
4267,3,82,13.0,
4268,4,82,13.0,
4269,5,82,13.0,
4270,6,82,13.0,
4271,7,82,13.0,
4272,8,82,13.0,
4273,9,82,13.0,
4274,10,82,9.0,rubble
4275,11,82,13.0,
4276,12,82,13.0,
4277,13,82,13.0,
4278,14,82,13.0,
4279,15,82,13.0,
4280,16,82,13.0,
4281,17,82,1.0,walls
4282,18,82,1.0,walls
4283,19,82,6.0,yellow victims
4284,20,82,9.0,rubble
4285,21,82,13.0,
4286,22,82,13.0,
4287,23,82,13.0,
4288,24,82,13.0,
4289,25,82,13.0,
4290,26,82,13.0,
4291,27,82,1.0,walls
4292,28,82,13.0,
4293,29,82,13.0,
4294,30,82,13.0,
4295,31,82,13.0,
4296,32,82,13.0,
4297,33,82,13.0,
4298,34,82,13.0,
4299,35,82,13.0,
4300,36,82,1.0,walls
4301,37,82,13.0,
4302,38,82,13.0,
4303,39,82,13.0,
4304,40,82,13.0,
4305,41,82,1.0,walls
4306,42,82,13.0,
4307,43,82,13.0,
4308,44,82,13.0,
4309,45,82,13.0,
4310,46,82,9.0,rubble
4311,47,82,13.0,
4312,48,82,13.0,
4313,49,82,13.0,
4314,50,82,1.0,walls
4315,51,82,1.0,walls
4316,0,83,1.0,walls
4317,1,83,1.0,walls
4318,2,83,13.0,
4319,3,83,13.0,
4320,4,83,3.0,green victims
4321,5,83,13.0,
4322,6,83,13.0,
4323,7,83,13.0,
4324,8,83,13.0,
4325,9,83,9.0,rubble
4326,10,83,6.0,yellow victims
4327,11,83,9.0,rubble
4328,12,83,13.0,
4329,13,83,13.0,
4330,14,83,13.0,
4331,15,83,13.0,
4332,16,83,13.0,
4333,17,83,1.0,walls
4334,18,83,1.0,walls
4335,19,83,9.0,rubble
4336,20,83,13.0,
4337,21,83,13.0,
4338,22,83,13.0,
4339,23,83,13.0,
4340,24,83,13.0,
4341,25,83,12.0,
4342,26,83,9.0,rubble
4343,27,83,1.0,walls
4344,28,83,13.0,
4345,29,83,13.0,
4346,30,83,5.0,red victims
4347,31,83,13.0,
4348,32,83,13.0,
4349,33,83,13.0,
4350,34,83,13.0,
4351,35,83,13.0,
4352,36,83,1.0,walls
4353,37,83,13.0,
4354,38,83,13.0,
4355,39,83,13.0,
4356,40,83,13.0,
4357,41,83,1.0,walls
4358,42,83,13.0,
4359,43,83,3.0,green victims
4360,44,83,13.0,
4361,45,83,13.0,
4362,46,83,13.0,
4363,47,83,13.0,
4364,48,83,13.0,
4365,49,83,13.0,
4366,50,83,1.0,walls
4367,51,83,1.0,walls
4368,0,84,1.0,walls
4369,1,84,1.0,walls
4370,2,84,13.0,
4371,3,84,13.0,
4372,4,84,13.0,
4373,5,84,13.0,
4374,6,84,13.0,
4375,7,84,13.0,
4376,8,84,13.0,
4377,9,84,13.0,
4378,10,84,9.0,rubble
4379,11,84,13.0,
4380,12,84,13.0,
4381,13,84,13.0,
4382,14,84,13.0,
4383,15,84,13.0,
4384,16,84,13.0,
4385,17,84,1.0,walls
4386,18,84,1.0,walls
4387,19,84,13.0,
4388,20,84,13.0,
4389,21,84,13.0,
4390,22,84,13.0,
4391,23,84,13.0,
4392,24,84,13.0,
4393,25,84,9.0,rubble
4394,26,84,6.0,yellow victims
4395,27,84,1.0,walls
4396,28,84,13.0,
4397,29,84,13.0,
4398,30,84,13.0,
4399,31,84,13.0,
4400,32,84,13.0,
4401,33,84,13.0,
4402,34,84,13.0,
4403,35,84,13.0,
4404,36,84,1.0,walls
4405,37,84,13.0,
4406,38,84,7.0,other
4407,39,84,13.0,
4408,40,84,13.0,
4409,41,84,1.0,walls
4410,42,84,13.0,
4411,43,84,13.0,
4412,44,84,13.0,
4413,45,84,13.0,
4414,46,84,13.0,
4415,47,84,13.0,
4416,48,84,13.0,
4417,49,84,13.0,
4418,50,84,1.0,walls
4419,51,84,1.0,walls
4420,0,85,1.0,walls
4421,1,85,1.0,walls
4422,2,85,1.0,walls
4423,3,85,1.0,walls
4424,4,85,1.0,walls
4425,5,85,1.0,walls
4426,6,85,1.0,walls
4427,7,85,1.0,walls
4428,8,85,1.0,walls
4429,9,85,2.0,doors
4430,10,85,1.0,walls
4431,11,85,1.0,walls
4432,12,85,1.0,walls
4433,13,85,1.0,walls
4434,14,85,1.0,walls
4435,15,85,1.0,walls
4436,16,85,1.0,walls
4437,17,85,1.0,walls
4438,18,85,1.0,walls
4439,19,85,1.0,walls
4440,20,85,1.0,walls
4441,21,85,1.0,walls
4442,22,85,1.0,walls
4443,23,85,1.0,walls
4444,24,85,1.0,walls
4445,25,85,1.0,walls
4446,26,85,1.0,walls
4447,27,85,1.0,walls
4448,28,85,1.0,walls
4449,29,85,1.0,walls
4450,30,85,1.0,walls
4451,31,85,1.0,walls
4452,32,85,1.0,walls
4453,33,85,1.0,walls
4454,34,85,1.0,walls
4455,35,85,1.0,walls
4456,36,85,1.0,walls
4457,37,85,1.0,walls
4458,38,85,1.0,walls
4459,39,85,1.0,walls
4460,40,85,1.0,walls
4461,41,85,1.0,walls
4462,42,85,1.0,walls
4463,43,85,1.0,walls
4464,44,85,1.0,walls
4465,45,85,1.0,walls
4466,46,85,1.0,walls
4467,47,85,1.0,walls
4468,48,85,1.0,walls
4469,49,85,1.0,walls
4470,50,85,1.0,walls
4471,51,85,1.0,walls
4472,0,86,1.0,walls
4473,1,86,13.0,
4474,2,86,13.0,
4475,3,86,13.0,
4476,4,86,9.0,rubble
4477,5,86,13.0,
4478,6,86,13.0,
4479,7,86,13.0,
4480,8,86,13.0,
4481,9,86,13.0,
4482,10,86,13.0,
4483,11,86,13.0,
4484,12,86,13.0,
4485,13,86,13.0,
4486,14,86,13.0,
4487,15,86,13.0,
